"page_num";"type";"title";"link";"authors";"source";"date";"issue";"volume";"pages";"doi";"keywords"
"6";"Книга";"Cross-cultural psychology. Critical concepts in psychology. 4 volumes";"https://publications.hse.ru/view/127586722";NA;"L.: Routledge";"2017";NA;NA;NA;NA;NA
"6";"Глава";"Cultural barriers of the Russian modernisation";"https://publications.hse.ru/view/214502540";"Lebedeva Nadezhda";"Philosophical and Cultural Interpretations of Russian Modernisation";"2017";NA;NA;"136 - 148";NA;"культура; модернизация"
"6";"Книга";"Ecology, Culture and Human Development: Lessons for Adivasi Education";"https://publications.hse.ru/view/212160304";"Berry John W.; Mishra Ramesh C.";"Sage";"2017";NA;NA;NA;NA;NA
"6";"Глава";"Educational achievements of migrant schoolchildren in Moscow";"https://publications.hse.ru/view/191479089";"Kamaev Artem; Tovar-Garcia Edgar Demetrio";"XVII Апрельская международная научная конференция по проблемам развития экономики и общества: в 4 кн.";"2017";NA;NA;"303 - 310";NA;NA
"6";"Препринт";"Electoral Choices and Basic Values of Russians";"https://publications.hse.ru/view/205288843";"Tatarko A.; Mironova A.";"PSYCHOLOGY. WP BRP. Издательский дом НИУ ВШЭ";"2017";NA;NA;NA;NA;"presidential election; basic human values"
"6";"Статья";"Ethnic Diversity and Social Capital in the Russian Context";"https://publications.hse.ru/view/205291612";"Tatarko Alexander; Mironova Anna Alekseevna; van de Vijver Fons";"Journal of Cross-Cultural Psychology";"2017";"4";"48";"542 - 559";"10.1177/0022022117692099";"социальный капитал; Этническое разнообразие"
"6";"Глава";"Evaluation of the Hypotheses and Conclusions";"https://publications.hse.ru/view/271432169";"Berry John W.";"Mutual intercultural relations";"2017";NA;NA;"353 - 374";"10.1017/9781316875032.018";"аккультурация мигрантов; гипотеза контакта; гипотеза мультикультурализма; гипотеза интеграции"
"6";"Препринт";"Family Social Capital as a Predictor of Parents and Adolescents’ Subjective Well-Being (the Case of Russia)";"https://publications.hse.ru/view/206008117";"Dubrov Dmitrii";"Psychology. PSY. Высшая школа экономики";"2017";NA;NA;NA;NA;NA
"6";"Глава";"Intercultural Relations in Latvia and Azerbaijan";"https://publications.hse.ru/view/324983367";"Lebedeva Nadezhda; Tatarko Alexander; Galyapina Victoria Nikolaevna";"Mutual intercultural relations";"2017";NA;NA;"34 - 58";"10.1017/9781316875032.003";"межкультурные отношения; гипотеза мультикультурализма; гипотеза контакта; гипотеза интеграции; Латвия; Азербайджан; русское этническое меньшинство; этническое большинство"
"6";"Глава";"Intercultural Relations in Russia";"https://publications.hse.ru/view/214507121";"Lebedeva Nadezhda; Galyapina Victoria Nikolaevna; Lepshokova Zarina; Ryabichenko Tatiana";"Mutual intercultural relations";"2017";NA;NA;"34 - 58";"10.1017/9781316875032.002";NA
"6";"Глава";"Introduction to Mutual Intercultural Relations";"https://publications.hse.ru/view/271431816";"Berry John W.";"Mutual intercultural relations";"2017";NA;NA;"1 - 33";"10.1017/9781316875032.001";"аккультурация мигрантов; межкультурные отношения"
"6";"Статья";"Mediating and moderating processes in the relationship between multicultural ideology and attitudes towards immigrants in emerging adults";"https://publications.hse.ru/view/189849271";"Musso Pasquale; Inguglia Cristiano; Lo Coco Alida; Albiero Paolo; Berry John W.";"International Journal of Psychology";"2017";"S1";"52";"72 - 77";"10.1002/ijop.12290";NA
"7";"Статья";"Migration and intercultural relations in the Caribbean";"https://publications.hse.ru/view/206357009";"Berry John W.";"Caribbean Journal of Psychology";"2017";"1";NA;"97 - 109";NA;NA
"7";"Статья";"Migration background and educational achievements in Russia";"https://publications.hse.ru/view/182476244";"Tovar-Garcia Edgar Demetrio";"Migraciones Internacionales";"2017";"1";"9";"69 - 93";NA;NA
"7";"Статья";"Mixed Methods in Value Research: An Analysis of the Validity of the Russian Version of the Schwartz Value Survey (SVS) Using Cognitive Interviews, Multidimensional Scaling (MDS), and Confirmatory Factor Analysis (CFA)";"https://publications.hse.ru/view/211094157";"Efremova Maria; Панюшева Татьяна Дмитриевна; Schmidt Peter; Zercher Florian";"ASK: Research and Methods";"2017";"1";"26";"3 - 30";"10.18061/1811/81933";NA
"7";"Статья";"Motivation for Ethno-Cultural Continuity as a Predictor of Acculturation and Adaptation in Two Generations of Latvian Russians";"https://publications.hse.ru/view/205883529";"Ryabichenko Tatiana; Lebedeva Nadezhda";"Journal of Cross-Cultural Psychology";"2017";"5";"48";"682 - 697";"10.1177/0022022117698041";"мотивация к этнокультурной преемственности; аккультурация; адаптация; этнические меньшинства; интеграция; благополучие"
"7";"Книга";"Mutual intercultural relations";"https://publications.hse.ru/view/206351848";NA;"Cambridge: Cambridge University Press";"2017";NA;NA;NA;"10.1017/9781316875032";NA
"7";"Статья";"Network Composition, Individual Social Capital and Culture: Comparing Traditional and Post-Modernized Cultures";"https://publications.hse.ru/view/205332574";"Hauberer Julia; Tatarko A.";"Sociological Research Online";"2017";"2";"22";"1 - 20";"10.5153/sro.4239";"социальные сети; модернизация; индивидуальный социальный капитал"
"7";"Статья";"On the Relation Between Social Dominance Orientation and Environmentalism: A 25-Nation Study";"https://publications.hse.ru/view/210619842";"Milfont Taciano L.; Bain Paul G.; Kashima Yoshihisa; Corral-Verdugo Victor; Pasquali Carlota; Johansson Lars-Olof; Guan Yanjun; Gouveia Valdiney V.; Gar<U+00F0>arsdo<U+00B4> ttir Ragna B.; Doron Guy; Bilewicz Michal; Utsugi Akira; Aragones Juan Ignacio; Steg Linda; Soland Martin; Park Joonha; Otto Siegmar; Demarque Christophe; Wagner Claire; Madsen Ole Jacob; Lebedeva Nadezhda; Gonza<U+00B4>lez Roberto; Schultz P. Wesley; Saiz Jose<U+00B4> L.; Kurz Tim; Gifford Robert; Akotia Charity S.; Saviolidis N<U+0131><U+00B4>na M.; Einarsdo<U+00B4> ttir Gro<U+00B4>";"Social Psychological and Personality Science";"2017";NA;NA;NA;"10.1177/1948550617722832";NA
"7";"Статья";"The elusive constellations of poverty.";"https://publications.hse.ru/view/211082165";"Breugelmans S.M.; Plantinga A.; Zeelenberg M.; Poluektova O.; Efremova Maria";"Behavioral and Brain Sciences";"2017";"40";NA;"19 - 20";"10.1017/S0140525X17000899";NA
"7";"Статья";"The impact of perseverance and passion for long term goals (GRIT) on educational achievements of migrant children: Evidence from Tatarstan, Russia";"https://publications.hse.ru/view/206099012";"Tovar-GarcA­a Edgar Demetrio";"Psicologia Educativa";"2017";"1";"23";"19 - 27";"10.1016/j.pse.2017.02.003";NA
"7";"Статья";"The impact of socioeconomic status and population size on the use of the Tatar language at home";"https://publications.hse.ru/view/196101171";"Tovar-Garcia Edgar Demetrio; Podmazin Evgeny";"Intercultural Education";"2017";NA;NA;NA;NA;NA
"7";"Глава";"Theories and Models of Acculturation";"https://publications.hse.ru/view/166701716";"Berry John W.";"Oxford Handbook of Acculturation and Health";"2017";NA;NA;"1 - 23";"10.1093/oxfordhb/9780190215217.013.2";NA
"7";"Статья";"Values that Underlie and Undermine Well-Being: Variability Across Countries";"https://publications.hse.ru/view/204821974";"Sortheix F.M.; Schwartz Shalom";"European Journal of Personality";"2017";NA;NA;NA;"10.1002/per.2096";NA
"7";"Статья";"Zur Ahnlichkeit rechtsextremer Verhaltenstendenzen von Studierenden und ihren Eltern";"https://publications.hse.ru/view/212161311";"Boehnke Klaus";"Zeitschrift fuer Familienforschung";"2017";"3";"29";"340 - 354";"10.3224/zff.v29i3.05";"диада отец-сын; межпоколенная трансмиссия; иерархический меркантилизм; экстремизм"
"7";"Статья";"Адаптация и модификация методики аккультурационных ожиданий Джона Берри";"https://publications.hse.ru/view/211530866";"Лепшокова Зарина Хизировна; Татарко Александр Николаевич";"Социальная психология и общество";"2017";"3";"8";"125 - 146";"10.17759/sps.2017080310";NA
"7";"Статья";"Адаптация опросника монетарных аттитюдов Б. и Т. Клонц на русскоязычной выборке";"https://publications.hse.ru/view/217800057";"Баязитова Диана Анваровна; Лапшова Татьяна Алексеевна";"Петербургский психологический журнал";"2017";"19";NA;"112 - 132";NA;"monetary attitudes; money scripts; psychometric characteristics"
"7";"Статья";"Альтруизм как модератор связи отношения к культурному многообразию и аккультурационных ожиданий принимающего населения";"https://publications.hse.ru/view/205332320";"Татарко Александр Николаевич";"Петербургский психологический журнал";"2017";"18";NA;"26 - 46";NA;NA
"7";"Статья";"Анализ взаимосвязи мультикультурной идеологии Дж. Берри и различных принципов межэтнической категоризации";"https://publications.hse.ru/view/215258684";"Григорьев Дмитрий Сергеевич";"Вестник Московского университета. Серия 14: Психология";"2017";"4";NA;"54 - 67";"10.11621/vsp.2017.04.54";NA
"7";"Глава";"Взаимная аккультурация мигрантов и принимающего населения в центральной России";"https://publications.hse.ru/view/214485307";"Рябиченко Татьяна Анатольевна; Лебедева Надежда Михайловна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"57 - 81";NA;"acculturation of immigrants; adaptation; integration hypothesis; contact hypothesis; multiculturalism hypothesis; South Caucasus; Central Russia; Middle Asia; intercultural relations"
"7";"Статья";"Взаимосвязь аккультурационного ожидания «интеграция» и удовлетворенности жизнью принимающего населения: роль генерализованного доверия";"https://publications.hse.ru/view/210573756";"Дубров Дмитрий Игоревич";"Социальная психология и общество";"2017";"3";"8";"85 - 99";"10.17759/sps.2017080307";"life satisfaction; acculturation expectations; integration;  generalized trust; social capital"
"7";"Статья";"Взаимосвязь базовых человеческих ценностей и электорального поведения";"https://publications.hse.ru/view/205289355";"Татарко Александр Николаевич";"Социальная психология и общество";"2017";"1";"8";"17 - 37";"10.17759/sps.2017080102";NA
"7";"Статья";"Взаимосвязь доверия и аккультурационных ожиданий принимающего населения";"https://publications.hse.ru/view/205332448";"Татарко Александр Николаевич; Родионов Гермоген Ярославович";"Psychology, Journal of the Higher School of Economics";"2017";"3";"14";"519 - 535";"10.17323/1813-8918-2017-3-519-535";NA
"8";"Статья";"Дискриминация мигрантов в социоэкономической сфере: роль межгрупповых установок принимающего населения";"https://publications.hse.ru/view/208024288";"Григорьев Дмитрий Сергеевич";"Социальная психология и общество";"2017";"3";"8";"63 - 84";"10.17759/sps.2017080306";NA
"8";"Глава";"Идеологии межгрупповых отношений и генерализованные предубеждения россиян в отношении мигрантов";"https://publications.hse.ru/view/211470514";"Григорьев Дмитрий Сергеевич; Дубров Дмитрий Игоревич";"Социальная психология личности и акмеология: сборник материалов Международной научно-практической конференции";"2017";NA;NA;"72 - 78";NA;NA
"8";"Глава";"Идеологии межгрупповых отношений и предубеждения россиян в отношении чеченцев, белорусов, узбеков и китайцев";"https://publications.hse.ru/view/211798361";"Григорьев Дмитрий Сергеевич; Дубров Дмитрий Игоревич";"Психология – наука будущего: Материалы VII Международной конференции. 14–15 ноября 2017 г., Москва";"2017";NA;NA;"197 - 200";NA;NA
"8";"Статья";"Коллективные эмоции вины и стыда и установки к аутгруппам в российском контексте";"https://publications.hse.ru/view/193035926";"Ефремова Мария Викторовна; Григорян Лусине Корюновна";"Cultural-Historical Psychology";"2017";"2";"13";"61 - 70";"10.17759/chp.2017130207";"guilt; shame; outgroup"
"8";"Глава";"Межгрупповые установки принимающего населения и дискриминация мигрантов в России";"https://publications.hse.ru/view/214494280";"Григорьев Дмитрий Сергеевич";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"82 - 121";NA;NA
"8";"Глава";"Межкультурные отношения в Республике Северная Осетия-Алания";"https://publications.hse.ru/view/214511846";"Галяпина Виктория Николаевна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"186 - 211";NA;"intercultural relationship; multicultural ideology; intercultural contacts; adaptation and integration; Acculturation strategies/expectations; ethnic majority; ethnic minority; perceived threat/discrimination"
"8";"Глава";"Межкультурные отношения кабардинцев, балкарцев и русских в Кабардино-Балкарской Республике";"https://publications.hse.ru/view/217094876";"Лепшокова Зарина Хизировна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"157 - 186";NA;NA
"8";"Глава";"Межкультурные отношения латышей и русских в постсоветской Латвии";"https://publications.hse.ru/view/214500435";"Лебедева Надежда Михайловна; Татарко Александр Николаевич";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"301 - 323";NA;NA
"8";"Глава";"Межкультурные отношения между азербайджанцами и русскими в пост-советском Азербайджане";"https://publications.hse.ru/view/214500932";"Галяпина Виктория Николаевна; Лебедева Надежда Михайловна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"363 - 380";NA;NA
"8";"Книга";"Межкультурные отношения на постсоветском пространстве";"https://publications.hse.ru/view/214429719";NA;"М.: Менеджер";"2017";NA;NA;NA;NA;NA
"8";"Глава";"Межэтнические отношения в современном Дагестане";"https://publications.hse.ru/view/214511612";"Галяпина Виктория Николаевна; Лепшокова Зарина Хизировна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"212 - 239";NA;"intercultural relationship; multicultural ideology; integration; ethnic groups; Dagestan; intercultural contacts; acculturation strategies"
"8";"Глава";"Предикторы выбора стратегии в межкультурном конфликте";"https://publications.hse.ru/view/221423188";"Батхина Анастасия Александровна";"Психология – наука будущего: Материалы VII Международной конференции. 14–15 ноября 2017 г., Москва";"2017";NA;NA;"82 - 86";NA;NA
"8";"Статья";"Проверка гипотезы интеграции на примере Дагестана: медиативная роль социального капитала";"https://publications.hse.ru/view/211530187";"Татарко Александр Николаевич";"Cultural-Historical Psychology";"2017";"4";"13";"28 - 39";"10.17759/chp.2017130403";NA
"8";"Глава";"Проверка трех гипотез межкультурного взаимодействия в России и на постсоветском пространстве: мета-анализ";"https://publications.hse.ru/view/214500707";"Лебедева Надежда Михайловна; Татарко Александр Николаевич";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"383 - 412";NA;NA
"8";"Глава";"Психологическая адаптация москвичей к культурному многообразию: опыт качественного исследования";"https://publications.hse.ru/view/214499946";"Лебедева Надежда Михайловна; Зубова Дарья Михайловна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"121 - 154";NA;NA
"8";"Статья";"Разработка короткой версии шкал из методики Дж. Даккита: авторитаризм правого толка, ориентация на социальное доминирование, вера в опасный и конкурентный мир";"https://publications.hse.ru/view/193042304";"Григорьев Дмитрий Сергеевич";"Национальный психологический журнал";"2017";"4";"28";"30 - 44";"10.11621/npj.2017.0403";"right-wing authoritarianism; social dominance orientation; dangerous worldviews; competitive worldviews; attitudes; social beliefs; social worldviews"
"8";"Статья";"Роль идентичности, этнических стереотипов и стратегий аккультурации в адаптации мигрантов из Средней Азии в Московском регионе";"https://publications.hse.ru/view/211102150";"Галяпина Виктория Николаевна; Хожиев Жавохир Жалилович";"Cultural-Historical Psychology";"2017";"4";NA;"15 - 28";"10.17759/chp.2017130402";"acculturation strategies; ethnic identity; religious identity;  national identity; ethnic stereotypes; migrants"
"8";"Статья";"Роль индивидуальных ценностей представителей принимающего населения в их аккультурационных ожиданиях";"https://publications.hse.ru/view/217060123";"Лепшокова Зарина Хизировна; Вылегжанина Марина Сергеевна";"Cultural-Historical Psychology";"2017";"4";"13";"40 - 48";"10.17759/chp.2017130404";" individual values; integration; assimilation; segregation; exclusion; acculturation expectations; the host population"
"8";"Глава";"Роль межкультурных и монокультурных дружеских контактов во взаимодействии народов Дагестана";"https://publications.hse.ru/view/217095801";"Лепшокова Зарина Хизировна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"276 - 298";NA;NA
"8";"Глава";"Русские в литовском контексте: проверка трех гипотез межкультурных отношений";"https://publications.hse.ru/view/214485649";"Рябиченко Татьяна Анатольевна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"324 - 341";NA;"ethnic minorities; intercultural relations; integration hypothesis; contact hypothesis; multiculturalism hypothesis; acculturation; Lithuania"
"8";"Глава";"Социальный капитал, стратегии межкультурного взаимодействия и психологическое благополучие этнических групп Дагестана.";"https://publications.hse.ru/view/214512025";"Татарко Александр Николаевич";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"240 - 275";NA;NA
"9";"Статья";"Сравнительный анализ взаимосвязи ценностей и социально-экономических представлений корейских и российских студентов";"https://publications.hse.ru/view/209547786";"Цой Гунвон; Лебедева Надежда Михайловна; Татарко Александр Николаевич";"Вестник Костромского государственного университета. Серия: Педагогика. Психология. Социокинетика";"2017";"3";NA;"101 - 107";NA;"Values; Koreans; economic attitudes; Russians; cross-cultural psychology"
"9";"Статья";"Сравнительный анализ политики мультикультурализма в Канаде, странах Европы и России";"https://publications.hse.ru/view/211448263";"Понизовский Владимир Антонович; Берри Джон Уиддап";"Общественные науки и современность";"2017";NA;"3";"120 - 131";NA;"multiculturalism; ethno-cultural diversity; the migration policy; adaptation and integration; nationality; ethnicity;  national identity; Russia"
"9";"Статья";"Стратегии межкультурного взаимодействия на Северном Кавказе. Роль идентификации и дезидентификации в межэтнических отношениях";"https://publications.hse.ru/view/211049082";"Лебедева Надежда Михайловна; Лепшокова Зарина Хизировна";"Russia in Global Affairs";"2017";"Спецвыпуск: Атлас общественной дипломатии. Сентябрь";NA;"277 - 290";NA;NA
"9";"Статья";"Стратегии поведения в межкультурном конфликте: обзор зарубежных исследований";"https://publications.hse.ru/view/211341721";"Батхина Анастасия Александровна";"Социальная психология и общество";"2017";"3";"8";"45 - 62";"10.17759/sps.2017080305";"intercultural conflict"
"9";"Статья";"Стратегии поведения в межличностном конфликте у студентов: кросс-культурное сравнение";"https://publications.hse.ru/view/208451505";"Голынчик Елена Олеговна; Батхина Анастасия Александровна";"Психологические исследования: электронный научный журнал";"2017";"53";"10";"12";NA;"interpersonal conflict"
"9";"Статья";"Три гипотезы мультикультурализма в трех днях: отображение 46 этнических меньшинств российскими онлайн-СМИ";"https://publications.hse.ru/view/320410778";"Хапцова Алена Александровна; Клясс Мария Владимировна; Чуприков Богдан Иванович";"Psychology, Journal of the Higher School of Economics";"2017";"2";"15";"346 - 357";"10.17323/1813-8918-2018-2-346-367";NA
"9";"Книга";"Учебное пособие по дисциплине ""Экстремальная психология"" для курсантов МЧС России";"https://publications.hse.ru/view/221421570";"Талмач Микаела Сергеевна; Емельянова Христина Игоревна; Пак Елена Тусуевна; Елисеева Ирина Николаевна; Батхина Анастасия Александровна";"М.: Всероссийский научно-исследовательский институт по проблемам гражданской обороны и чрезвычайных ситуаций МЧС России";"2017";NA;NA;NA;NA;NA
"9";"Глава";"Ценности и межкультурные установки русских Литвы. Особенности поколений";"https://publications.hse.ru/view/214486208";"Рябиченко Татьяна Анатольевна; Лебедева Надежда Михайловна";"Межкультурные отношения на постсоветском пространстве";"2017";NA;NA;"342 - 362";NA;"ethnic minorities; acculturation; Schwartz's values; Lithuania; generations"
"9";"Глава";"Acculturation: Conceptual background and theoretical perspectives";"https://publications.hse.ru/view/166701948";"Berry John W.; Sam D.L.";"Cambridge Handbook of Acculturation Psychology, Second edition";"2016";NA;NA;"11 - 29";NA;NA
"9";"Глава";"Acculturation in Eastern Europe";"https://publications.hse.ru/view/152420739";"Lebedeva Nadezhda; Dimitrova Radosveta";"CAMBRIDGE HANDBOOK OF ACCULTURATION PSYCHOLOGY SECOND EDITION";"2016";NA;NA;"272 - 293";NA;NA
"9";"Препринт";"Acculturation Profiles of Immigrants and Their Level of Socio-Economic Adaptation";"https://publications.hse.ru/view/176396549";"Grigoryev Dmitry";"PSYCHOLOGY. WP BRP. <U+00D0><U+00D0>·<U+00D0><U+00B4><U+00D0>°N<U+0082><U+00D0>µ<U+00D0>»N<U+008C>N<U+0081><U+00D0><U+00BA><U+00D0><U+00B8><U+00D0><U+00B9> <U+00D0><U+00B4><U+00D0><U+00BE><U+00D0><U+00BC> <U+00D0><U+009D><U+00D0><U+00D0><U+00A3> <U+00D0><U+0092><U+00D0><U+00A8><U+00D0>­";"2016";NA;NA;NA;"10.2139/ssrn.2739727";NA
"9";"Глава";"Adaptation of Immigrant Children, Adolescents and their Families";"https://publications.hse.ru/view/139889412";"Berry John W.; Vedder Paul";"Childhood and Adolescence: Cross-Cultural Perspectives and Applications (2nd edition)";"2016";NA;NA;"321 - 346";NA;NA
"9";"Глава";"Adaptation of Immigrant Children, Adolescents, and Their Families";"https://publications.hse.ru/view/159843149";"Berry John W.; Vedder P.";"Childhood and Adolescence: Cross-Cultural Perspectives and Applications (2nd ed.)";"2016";NA;NA;"321 - 346";NA;"адаптация; дети; подростки; иммигранты"
"9";"Статья";"An Icelandic translation and validation of the revised 19-value Portrait Values Questionnaire";"https://publications.hse.ru/view/189884113";"McQuilkin Jamie; Gar<U+00F0>arsdottir Ragna B.; Thorsteinsson Throstur; Schwartz Shalom";"Personality and Individual Differences";"2016";NA;"101";"428 - 434";"10.1016/j.paid.2016.06.050";"ценности"
"9";"Статья";"Are intercultural contacts dangerous or profitable for person and society? Intercultural relations in Russia and Latvia";"https://publications.hse.ru/view/174887306";"Lebedeva Nadezhda; Tatarko Alexander; Berry John W.";"Psychology in Russia: State of the Art";"2016";"1";"9";"41 - 56";"10.11621/pir.2016.0103";"интеграция; мультикультурализм"
"9";"Статья";"Assimilation or integration: Similarities and differences between acculturation attitudes of migrants from Central Asia and Russians in Central Russia";"https://publications.hse.ru/view/180414194";"Ryabichenko Tatiana; Lebedeva Nadezhda";"Psychology in Russia: State of the Art";"2016";"1";"9";"98 - 111";"10.11621/pir.2016.0107";"аккультурация; адаптация; ассимиляция; интеграция; межкультурные отношения; мультикультурализм; благополучие"
"9";"Статья";"Bilingualism and educational achievements: the impact of the language used at home by Tatar school students in Tatarstan, Russia";"https://publications.hse.ru/view/188313801";"Tovar-Garcia Edgar Demetrio; Alos i Font Hector";"Journal of Multilingual and Multicultural Development";"2016";NA;NA;NA;"10.1080/01434632.2016.1213847";NA
"9";"Книга";"Cambridge Handbook of Acculturation Psychology, Second edition";"https://publications.hse.ru/view/166701201";NA;"Cambridge: Cambridge University Press";"2016";NA;NA;NA;NA;NA
"9";"Статья";"Co-benefits of addressing climate change can motivate action around the world";"https://publications.hse.ru/view/163490123";"Bain Paul G.; Milfont Taciano L.; Kashima Yoshihisa; Bilewicz MichaA<U+0082>; Doron Guy; GarA°arsdA<U+00B3>ttir Ragna B.; Gouveia Valdiney V.; Guan Yanjun; Johansson Lars-Olof; Lebedeva Nadezhda; Saiz JosA© L.";"Nature Climate Change";"2016";"6";NA;"154 - 157";"10.1038/nclimate2814";"<U+00D0><U+00B8><U+00D0>·<U+00D0><U+00BC><U+00D0>µ<U+00D0><U+00BD><U+00D0>µ<U+00D0><U+00BD><U+00D0><U+00B8><U+00D0>µ <U+00D0><U+00BA><U+00D0>»<U+00D0><U+00B8><U+00D0><U+00BC><U+00D0>°N<U+0082><U+00D0>°; <U+00D0><U+00BC><U+00D0><U+00BE>N<U+0082><U+00D0><U+00B8><U+00D0><U+00B2><U+00D0>°N<U+0086><U+00D0><U+00B8>N<U+008F>"
"9";"Статья";"Comparative analysis of Canadian multiculturalism policy and the multiculturalism policies of other countries";"https://publications.hse.ru/view/191588183";"Berry John W.";"Psychology in Russia: State of the Art";"2016";"1";"9";"4 - 23";"10.11621/pir.2016.0101";NA
"9";"Статья";"Conceptions of happiness and life satisfaction: An exploratory study in 14 national groups";"https://publications.hse.ru/view/190476153";"Joshanloo M.; Rizwan M.; Khilji I.A.; Ferreira M.C.; Poon W.-C.; Sundaram S.; Ho L.S.; Yeung V.W.-L.; Han G.; Bae J.; Demir M.; Achoui M.; Pang J.S.; Jiang D.-Y.; Lamers S.M.A.; Turan Y.; Lepshokova Zarina; Panyusheva T.; Natalia A.; Asano R.; Igarashi T.; Tsukamoto S.";"Personality and Individual Differences";"2016";"November ";"102";"145 - 148";"10.1016/j.paid.2016.06.065";NA
"10";"Статья";"Desired emotions across cultures: A value-based account";"https://publications.hse.ru/view/185449666";"Tamir M.; Schwartz Shalom; Cieciuch J.; Riediger M.; Torres C.; Scollon C.; Dzokoto V.; Zhou X.; Vishkin A.";"Journal of Personality and Social Psychology";"2016";"11";"111";"67 - 82";"10.1037/pspp0000072";NA
"10";"Статья";"Does the value circle exist within persons or only across persons?";"https://publications.hse.ru/view/185450876";"Borg I.; Bardi A.; Schwartz Shalom";"Journal of Personality";"2016";NA;NA;NA;NA;NA
"10";"Препринт";"Educational achievements of migrant schoolchildren in Moscow";"https://publications.hse.ru/view/181807844";"Kamaev Artem; Tovar-Garcia Edgar Demetrio";"SSOAR. 0168-ssoar-46748-7. Leibniz Institute for the Social Sciences (GESIS)";"2016";NA;NA;NA;NA;"академическая успеваемость; миграция в Москву"
"10";"Статья";"Exposure to interbank market and risk-taking by Mexican banks";"https://publications.hse.ru/view/169210411";"Tovar-Garcia Edgar Demetrio";"Cuadernos de Economia: Spanish Journal of Economics and Finance";"2016";"39";NA;"157 - 174";"10.1016/j.cesjef.2015.11.002";NA
"10";"Статья";"Immigrant acculturation and wellbeing in Canada";"https://publications.hse.ru/view/202202414";"Berry John W.; Hou F.";"Canadian Psychology";"2016";"4";"57";"254 - 264";"10.1037/cap0000064";NA
"10";"Статья";"Intercultural relations among migrants from Caucasus and Russians in Moscow.";"https://publications.hse.ru/view/124762359";"Lebedeva Nadezhda; Tatarko Alexander; Berry John W.";"International Journal of Intercultural Relations";"2016";NA;"52";"27 - 38";"10.1016/j.ijintrel.2016.03.001";NA
"10";"Статья";"Intercultural relations in Kabardino-Balkaria: Does integration always lead to subjective well-being";"https://publications.hse.ru/view/174887705";"Lepshokova Zarina; Tatarko Alexander";"Psychology in Russia: State of the Art";"2016";"1";"9";"57 - 73";"10.11621/pir.2016.0104";"аккультурационные стратегии; мультикультурализм"
"10";"Препринт";"Intergenerational Transmission of Values in Urban and Rural Area (the case of Russia)";"https://publications.hse.ru/view/197880835";"Dubrov Dmitrii; Tatarko Alexander";"Psychology. PSY. Высшая школа экономики";"2016";NA;NA;NA;NA;"индивидуальные ценности; межпоколенная трансмиссия ценностей; сходство ценностей родителей и детей;  социализация; родители; подростки"
"10";"Статья";"Is multiculturalism in Russia possible? Intercultural relations in North Ossetia-Alania";"https://publications.hse.ru/view/187571894";"Galyapina Victoria Nikolaevna; Lebedeva Nadezhda";"Psychology in Russia: State of the Art";"2016";"1";"9";"24 - 40";"10.11621/pir.2016.0102";NA
"10";"Статья";"Life Satisfaction and Value Congruence: Moderators and Extension to Constructed Socio-Demographic Groups in a Russian National Sample";"https://publications.hse.ru/view/151853004";"Khaptsova Alena Alexandrovna; Schwartz Shalom";"Social Psychology";"2016";"3";"47";"163 - 173";"10.1027/1864-9335/a000268";NA
"10";"Глава";"Multiculturalism: Managing intercultural relations";"https://publications.hse.ru/view/166702325";"Berry John W.; Ward С.";"Cambridge Handbook of Acculturation Psychology, Second edition";"2016";NA;NA;"441 - 463";NA;NA
"10";"Глава";"National identity and anti-immigrant attitudes: The case of Russia";"https://publications.hse.ru/view/139488023";"Grigoryan Lusine";"Dynamics of National Identity: Media and Societal Factors of What We Are";"2016";NA;NA;"206 - 228";NA;NA
"10";"Статья";"Stability and change of basic personal values in early adulthood: A 8-year longitudinal study";"https://publications.hse.ru/view/189884514";"Vecchione Michele; Schwartz Shalom; Alessandri Guido; Doring Anna K.; Castellania Valeria; Caprarad Maria Giovanna";"Journal of Research in Personality";"2016";NA;"63";"111 - 122";"10.1016/j.jrp.2016.06.002";"ценности"
"10";"Статья";"The Development and Validation of Brief and Ultrabrief Measures of Values";"https://publications.hse.ru/view/197893246";"Sandy C.J.; Gosling S.D.; Schwartz Shalom; Koelkebeck T.";"Journal of Personality Assessment";"2016";NA;NA;NA;"10.1080/00223891.2016.1231115";NA
